zona,region,provincia,provincia_poblacion,canton,canton_poblacion,dosis_total,primera_dosis,segunda_dosis,dosis_unica,dosis_refuerzo,created_at
8,costa,guayas,4387434,Daule,173684,188671,101141,82255,2340,2935,2021-12-02
8,costa,guayas,4387434,Duran,315724,315098,164345,141868,5064,3821,2021-12-02
8,costa,guayas,4387434,Empalme,86073,106573,58048,43078,4463,984,2021-12-02
8,costa,guayas,4387434,El Triunfo,59636,68297,38276,28161,1451,409,2021-12-02
8,costa,guayas,4387434,General Antonio Elizalde,13156,24871,13774,10619,390,88,2021-12-02
8,costa,guayas,4387434,Guayaquil,2723665,3857514,2047190,1699115,59070,52139,2021-12-02
8,costa,guayas,4387434,Isidro Ayora,14582,23528,12709,10307,267,245,2021-12-02
8,costa,guayas,4387434,Lomas De Sargentillo,24220,30764,17869,12218,419,258,2021-12-02
8,costa,guayas,4387434,Milagro,199835,254991,136842,111434,3415,3300,2021-12-02
8,costa,guayas,4387434,Naranjal,95052,119597,66631,50497,1407,1062,2021-12-02
8,costa,guayas,4387434,Naranjito,43862,55476,31399,22626,1094,357,2021-12-02
8,costa,guayas,4387434,Nobol,26444,37573,21032,15693,526,322,2021-12-02
8,costa,guayas,4387434,Palestina,18451,22394,12953,8769,182,490,2021-12-02
8,costa,guayas,4387434,Pedro Carbo,51802,59450,34976,22557,1376,541,2021-12-02
8,costa,guayas,4387434,Playas,59628,83641,47273,35000,542,826,2021-12-02
8,costa,guayas,4387434,Salitre,65765,73683,43988,28074,703,918,2021-12-02
8,costa,guayas,4387434,Samborondon,102404,273836,140436,123992,1484,7924,2021-12-02
8,costa,guayas,4387434,San Jacinto De Yaguachi,78204,79742,44825,31882,1969,1066,2021-12-02
8,costa,guayas,4387434,Santa Lucia,45004,58911,32410,25329,664,508,2021-12-02
8,costa,guayas,4387434,Simon Bolivar,32224,39333,21652,16758,714,209,2021-12-02
1,sierra,imbabura,476257,Antonio Ante,54311,88116,44720,39757,1477,2162,2021-12-02
1,sierra,imbabura,476257,Cotacachi,44203,76861,39532,33643,2082,1604,2021-12-02
1,sierra,imbabura,476257,Ibarra,221149,334964,166570,153053,5527,9814,2021-12-02
1,sierra,imbabura,476257,Otavalo,125785,182554,97271,80289,2637,2357,2021-12-02
1,sierra,imbabura,476257,Pimampiro,13269,28796,14500,12761,660,875,2021-12-02
1,sierra,imbabura,476257,San Miguel De Urcuqui,17540,31985,15930,14302,609,1144,2021-12-02
7,sierra,loja,521154,Calvas,29565,47404,23819,21917,263,1405,2021-12-02
7,sierra,loja,521154,Catamayo,35961,54959,28962,24677,215,1105,2021-12-02
7,sierra,loja,521154,Celica,16160,23044,11517,10469,62,996,2021-12-02
7,sierra,loja,521154,Chaguarpamba,6620,11599,5829,5551,19,200,2021-12-02
7,sierra,loja,521154,Espindola,14209,24748,12644,11324,225,555,2021-12-02
7,sierra,loja,521154,Gonzanama,10953,22236,10976,10158,160,942,2021-12-02
7,sierra,loja,521154,Loja,274112,432054,219890,195005,1213,15946,2021-12-02
7,sierra,loja,521154,Macara,20269,34041,16933,15545,571,992,2021-12-02
7,sierra,loja,521154,Olmedo,4220,8387,4333,3767,20,267,2021-12-02
7,sierra,loja,521154,Paltas,23471,39299,19527,18091,207,1474,2021-12-02
7,sierra,loja,521154,Pindal,10540,20189,10488,9085,166,450,2021-12-02
7,sierra,loja,521154,Puyango,15925,32107,16107,14860,217,923,2021-12-02
7,sierra,loja,521154,Quilanga,4197,7042,3333,3267,37,405,2021-12-02
7,sierra,loja,521154,Saraguro,33506,42238,22914,18027,490,807,2021-12-02
7,sierra,loja,521154,Sozoranga,7121,8517,4290,3778,96,353,2021-12-02
7,sierra,loja,521154,Zapotillo,14325,25142,12762,11677,226,477,2021-12-02
5,costa,los rios,921763,Baba,43429,53220,29319,22832,600,469,2021-12-02
5,costa,los rios,921763,Babahoyo,175281,208344,115726,86487,4056,2075,2021-12-02
5,costa,los rios,921763,Buena Fe,83654,103691,58584,43317,1322,468,2021-12-02
5,costa,los rios,921763,Mocache,43316,46203,25700,18714,1525,264,2021-12-02
5,costa,los rios,921763,Montalvo,28720,36581,19842,15686,652,401,2021-12-02
5,costa,los rios,921763,Palenque,23638,22303,15402,6350,421,130,2021-12-02
5,costa,los rios,921763,Puebloviejo,44725,58190,32109,23406,2035,640,2021-12-02
5,costa,los rios,921763,Quevedo,213842,261628,142193,111082,5866,2487,2021-12-02
5,costa,los rios,921763,Quinsaloma,20428,27057,13767,11700,746,844,2021-12-02
5,costa,los rios,921763,Urdaneta,32618,43854,23292,18265,1672,625,2021-12-02
5,costa,los rios,921763,Valencia,54637,72879,40465,30764,1228,422,2021-12-02
5,costa,los rios,921763,Ventanas,75146,93305,52922,37310,1639,1434,2021-12-02
5,costa,los rios,921763,Vinces,82329,108912,57128,47798,3179,807,2021-12-02
4,costa,manabi,1562079,Veinticuatro De Mayo,28514,44003,24591,17593,937,882,2021-12-02
4,costa,manabi,1562079,Bolivar,45493,65838,34754,28451,1875,758,2021-12-02
4,costa,manabi,1562079,Chone,131002,172419,92845,71099,5225,3250,2021-12-02
4,costa,manabi,1562079,El Carmen,111344,173857,97975,71380,3235,1267,2021-12-02
4,costa,manabi,1562079,Flavio Alfaro,23822,39512,21265,16604,1228,415,2021-12-02
4,costa,manabi,1562079,Jama,26116,29033,14753,12664,1244,372,2021-12-02
4,costa,manabi,1562079,Jaramijo,28439,81771,42988,37515,530,738,2021-12-02
4,costa,manabi,1562079,Jipijapa,74645,112785,60522,48563,1893,1807,2021-12-02
4,costa,manabi,1562079,Junin,18820,33581,17641,14689,917,334,2021-12-02
4,costa,manabi,1562079,Manta,264281,474298,245873,219274,3977,5174,2021-12-02
4,costa,manabi,1562079,Montecristi,107785,89174,54598,33414,632,530,2021-12-02
4,costa,manabi,1562079,Olmedo,10194,17956,9221,7852,553,330,2021-12-02
4,costa,manabi,1562079,Pajan,37093,57006,32111,23018,1353,524,2021-12-02
4,costa,manabi,1562079,Pedernales,63441,79879,45564,31705,2271,339,2021-12-02
4,costa,manabi,1562079,Pichincha,29599,45239,25107,18369,1501,262,2021-12-02
4,costa,manabi,1562079,Portoviejo,321800,491403,249894,224542,10019,6948,2021-12-02
4,costa,manabi,1562079,Puerto Lopez,24688,33260,18642,13601,788,229,2021-12-02
4,costa,manabi,1562079,Rocafuerte,37312,55323,29950,23369,1033,971,2021-12-02
4,costa,manabi,1562079,San Vicente,24799,31497,16198,13249,1545,505,2021-12-02
4,costa,manabi,1562079,Santa Ana,48152,68313,37036,28379,2232,666,2021-12-02
4,costa,manabi,1562079,Sucre,62443,97050,52449,41314,1992,1295,2021-12-02
4,costa,manabi,1562079,Tosagua,42297,59005,31171,24828,2372,634,2021-12-02
6,amazonia,morona santiago,196535,Gualaquiza,19555,30624,15592,13431,1029,572,2021-12-02
6,amazonia,morona santiago,196535,Huamboya,12382,11015,6180,4249,457,129,2021-12-02
6,amazonia,morona santiago,196535,Limon Indanza,10349,10518,5339,4612,415,152,2021-12-02
6,amazonia,morona santiago,196535,Logrono,7643,5411,2853,1998,479,81,2021-12-02
6,amazonia,morona santiago,196535,Morona,58281,71223,36694,29439,2599,2491,2021-12-02
6,amazonia,morona santiago,196535,Pablo Sexto,2897,3003,1414,1333,168,88,2021-12-02
6,amazonia,morona santiago,196535,Palora,7719,14392,7472,6060,591,269,2021-12-02
6,amazonia,morona santiago,196535,San Juan Bosco,4985,3943,1843,1901,128,71,2021-12-02
6,amazonia,morona santiago,196535,Santiago,11087,13835,7289,5761,510,275,2021-12-02
6,amazonia,morona santiago,196535,Sucua,23823,26825,14322,10815,1000,688,2021-12-02
6,amazonia,morona santiago,196535,Taisha,26773,5587,2468,1508,1484,127,2021-12-02
6,amazonia,morona santiago,196535,Tiwintza,11041,4609,2146,1939,480,44,2021-12-02
2,amazonia,napo,133705,Archidona,33068,46104,25977,19088,746,293,2021-12-02
2,amazonia,napo,133705,Carlos Julio Arosemena Tola,4466,5776,3162,2396,145,73,2021-12-02
2,amazonia,napo,133705,El Chaco,10142,16479,8441,7536,151,351,2021-12-02
2,amazonia,napo,133705,Quijos,6847,13088,6681,5852,105,450,2021-12-02
2,amazonia,napo,133705,Tena,79182,114592,62097,48736,2128,1631,2021-12-02
2,amazonia,orellana,161338,Aguarico,3629,11536,6226,4906,94,310,2021-12-02
2,amazonia,orellana,161338,La Joya De Los Sachas,39352,66779,37302,28314,793,370,2021-12-02
2,amazonia,orellana,161338,Loreto,24579,23523,13423,8762,1228,110,2021-12-02
2,amazonia,orellana,161338,Orellana,93778,122238,66263,52378,2340,1257,2021-12-02
2,amazonia,pastaza,114202,Arajuno,8128,8007,4181,3017,732,77,2021-12-02
2,amazonia,pastaza,114202,Mera,17547,24548,13233,9960,573,782,2021-12-02
2,amazonia,pastaza,114202,Pastaza,84377,95330,49281,40400,3791,1858,2021-12-02
2,amazonia,pastaza,114202,Santa Clara,4150,7063,3833,3021,196,13,2021-12-02
9,sierra,pichincha,3228233,Cayambe,107660,189543,105721,80459,1032,2331,2021-12-02
9,sierra,pichincha,3228233,Quito,2781641,4616991,2306279,2140517,47893,122302,2021-12-02
9,sierra,pichincha,3228233,Mejia,108167,157623,85186,68478,1131,2828,2021-12-02
9,sierra,pichincha,3228233,Pedro Moncayo,43281,83807,46079,36594,524,610,2021-12-02
9,sierra,pichincha,3228233,Pedro Vicente Maldonado,17171,24854,12742,11032,631,449,2021-12-02
9,sierra,pichincha,3228233,Puerto Quito,24911,33479,17819,13832,1091,737,2021-12-02
9,sierra,pichincha,3228233,Ruminahui,115433,261191,145207,106588,1370,8026,2021-12-02
9,sierra,pichincha,3228233,San Miguel De Los Bancos,29969,29595,15534,12682,777,602,2021-12-02
5,costa,santa elena,401178,La Libertad,117767,143398,81104,58894,2146,1254,2021-12-02
5,costa,santa elena,401178,Salinas,94590,120465,68538,49354,996,1577,2021-12-02
5,costa,santa elena,401178,Santa Elena,188821,245436,133763,101281,4492,5900,2021-12-02
4,costa,sto. domingo tsachilas,511151,La Concordia,52571,92916,48817,41074,1916,1109,2021-12-02
4,costa,sto. domingo tsachilas,511151,Santo Domingo,458580,567985,303213,233278,25123,6371,2021-12-02
2,amazonia,sucumbios,230503,Cascales,15882,12979,6278,5792,654,255,2021-12-02
2,amazonia,sucumbios,230503,Cuyabeno,7154,13885,7624,5858,266,137,2021-12-02
2,amazonia,sucumbios,230503,Gonzalo Pizarro,10007,18428,10206,7509,319,394,2021-12-02
2,amazonia,sucumbios,230503,Lago Agrio,119594,150464,81268,62614,4213,2369,2021-12-02
2,amazonia,sucumbios,230503,Putumayo,16106,10928,5501,4269,762,396,2021-12-02
2,amazonia,sucumbios,230503,Shushufindi,57949,84123,45716,36023,1489,895,2021-12-02
2,amazonia,sucumbios,230503,Sucumbios,3811,5133,2575,2387,37,134,2021-12-02
3,sierra,tungurahua,590600,Ambato,387309,611283,318126,262246,17746,13165,2021-12-02
3,sierra,tungurahua,590600,Banos,25043,40242,20636,17664,1336,606,2021-12-02
3,sierra,tungurahua,590600,Cevallos,9936,19623,8937,9782,697,207,2021-12-02
3,sierra,tungurahua,590600,Mocha,7336,11355,5662,5193,309,191,2021-12-02
3,sierra,tungurahua,590600,Patate,15825,19868,10088,8705,737,338,2021-12-02
3,sierra,tungurahua,590600,Quero,20627,26750,15606,9839,905,400,2021-12-02
3,sierra,tungurahua,590600,Pelileo,66836,92384,48865,39305,2813,1401,2021-12-02
3,sierra,tungurahua,590600,Pillaro,43371,54158,28881,22330,2046,901,2021-12-02
3,sierra,tungurahua,590600,Tisaleo,14317,14822,7855,6257,347,363,2021-12-02
7,amazonia,zamora chinchipe,120416,Centinela Del Condor,8313,9340,5031,4019,125,165,2021-12-02
7,amazonia,zamora chinchipe,120416,Chinchipe,10679,16999,8864,7420,222,493,2021-12-02
7,amazonia,zamora chinchipe,120416,El Pangui,10945,19181,10633,8364,129,55,2021-12-02
7,amazonia,zamora chinchipe,120416,Nangaritza,8014,6765,3810,2797,124,34,2021-12-02
7,amazonia,zamora chinchipe,120416,Palanda,10144,12475,6642,5498,162,173,2021-12-02
7,amazonia,zamora chinchipe,120416,Paquisha,5992,8533,4902,3363,125,143,2021-12-02
7,amazonia,zamora chinchipe,120416,Yacuambi,7121,7735,4671,2781,205,78,2021-12-02
7,amazonia,zamora chinchipe,120416,Yantzaza,26447,33922,19615,13722,327,258,2021-12-02
7,amazonia,zamora chinchipe,120416,Zamora,32761,44037,22396,19558,924,1159,2021-12-02
6,sierra,azuay,881394,Camilo Ponce Enriquez,36423,45801,24278,19065,1943,515,2021-12-03
6,sierra,azuay,881394,Chordeleg,15176,19397,10164,8538,276,419,2021-12-03
6,sierra,azuay,881394,Cuenca,636996,1001340,513721,446606,9714,31299,2021-12-03
6,sierra,azuay,881394,El Pan,3091,4336,1989,1995,36,316,2021-12-03
6,sierra,azuay,881394,Giron,13037,20994,11568,8887,113,426,2021-12-03
6,sierra,azuay,881394,Guachapala,3859,5004,2334,2322,20,328,2021-12-03
6,sierra,azuay,881394,Gualaceo,49104,69459,36696,29948,1127,1688,2021-12-03
6,sierra,azuay,881394,Nabon,17292,22736,12040,9867,304,525,2021-12-03
6,sierra,azuay,881394,Ona,4128,5872,2738,2916,87,131,2021-12-03
6,sierra,azuay,881394,Paute,29214,51721,26441,23624,356,1300,2021-12-03
6,sierra,azuay,881394,Pucara,10584,13919,7069,6263,136,451,2021-12-03
6,sierra,azuay,881394,San Fernando,4156,6900,3333,3200,3,364,2021-12-03
6,sierra,azuay,881394,Santa Isabel,20935,41640,21696,18335,731,878,2021-12-03
6,sierra,azuay,881394,Sevilla De Oro,6890,6624,3185,3049,35,355,2021-12-03
6,sierra,azuay,881394,Sigsig,30509,41964,21790,18226,532,1416,2021-12-03
3,sierra,bolivar,209933,Caluma,16429,23525,13345,9084,391,705,2021-12-03
3,sierra,bolivar,209933,Chillanes,16850,30977,16625,12205,1489,658,2021-12-03
3,sierra,bolivar,209933,Chimbo,17378,22008,11009,9240,922,837,2021-12-03
3,sierra,bolivar,209933,Echeandia,14081,23783,12703,9806,706,568,2021-12-03
3,sierra,bolivar,209933,Guaranda,108763,143542,81191,58065,824,3462,2021-12-03
3,sierra,bolivar,209933,Las Naves,7428,11011,6352,4299,100,260,2021-12-03
3,sierra,bolivar,209933,San Miguel,29004,46305,22833,19833,2130,1509,2021-12-03
6,sierra,canar,281396,Azogues,86276,140266,73718,60855,1297,4396,2021-12-03
6,sierra,canar,281396,Biblian,23741,21591,10765,9929,362,535,2021-12-03
6,sierra,canar,281396,Canar,68747,76657,39188,34439,1121,1909,2021-12-03
6,sierra,canar,281396,Deleg,6782,9369,4214,4559,54,542,2021-12-03
6,sierra,canar,281396,El Tambo,12462,17628,9041,8107,208,272,2021-12-03
6,sierra,canar,281396,La Troncal,76872,84918,44534,34410,4830,1144,2021-12-03
6,sierra,canar,281396,Suscal,6516,9230,4840,4086,203,101,2021-12-03
1,sierra,carchi,186869,Bolivar,15528,24148,12385,10806,364,593,2021-12-03
1,sierra,carchi,186869,Espejo,13817,25029,12965,10711,386,967,2021-12-03
1,sierra,carchi,186869,Mira,11969,28443,15382,11885,308,868,2021-12-03
1,sierra,carchi,186869,Montufar,34229,51027,26737,22087,731,1472,2021-12-03
1,sierra,carchi,186869,San Pedro De Huaca,8931,16994,8912,7622,185,275,2021-12-03
1,sierra,carchi,186869,Tulcan,102395,172919,95743,68901,4421,3854,2021-12-03
3,sierra,chimborazo,524004,Alausi,45054,49722,28384,18831,620,1887,2021-12-03
3,sierra,chimborazo,524004,Chambo,13378,19137,9412,9041,352,332,2021-12-03
3,sierra,chimborazo,524004,Chunchi,12795,17635,9389,7322,204,720,2021-12-03
3,sierra,chimborazo,524004,Colta,44838,46455,24890,19479,1307,779,2021-12-03
3,sierra,chimborazo,524004,Cumanda,17973,26041,13596,11478,669,298,2021-12-03
3,sierra,chimborazo,524004,Guamote,58291,40782,24159,14307,1739,577,2021-12-03
3,sierra,chimborazo,524004,Guano,48395,61802,32041,26730,609,2422,2021-12-03
3,sierra,chimborazo,524004,Pallatanga,12277,17101,9138,6684,457,822,2021-12-03
3,sierra,chimborazo,524004,Penipe,6955,16844,7955,7798,168,923,2021-12-03
3,sierra,chimborazo,524004,Riobamba,264048,430548,228540,182621,6409,12978,2021-12-03
3,sierra,cotopaxi,488716,La Mana,56905,67382,38487,25350,2646,899,2021-12-03
3,sierra,cotopaxi,488716,Latacunga,205624,337042,173842,138395,15256,9549,2021-12-03
3,sierra,cotopaxi,488716,Pangua,24612,33652,17863,14675,663,451,2021-12-03
3,sierra,cotopaxi,488716,Pujili,79772,92881,50871,38544,2007,1459,2021-12-03
3,sierra,cotopaxi,488716,Salcedo,67100,113629,58392,49706,3262,2269,2021-12-03
3,sierra,cotopaxi,488716,Saquisili,31426,49281,25947,21594,934,806,2021-12-03
3,sierra,cotopaxi,488716,Sigchos,23277,28838,15811,11801,636,590,2021-12-03
7,costa,el oro,715751,Arenillas,33473,52201,28019,23024,408,750,2021-12-03
7,costa,el oro,715751,Atahualpa,6436,12760,6178,5978,63,541,2021-12-03
7,costa,el oro,715751,Balsas,9233,16068,8171,7479,111,307,2021-12-03
7,costa,el oro,715751,Chilla,2379,6300,3735,2398,40,127,2021-12-03
7,costa,el oro,715751,El Guabo,63645,95671,51488,42008,1435,740,2021-12-03
7,costa,el oro,715751,Huaquillas,60440,88061,46174,39248,1434,1205,2021-12-03
7,costa,el oro,715751,Las Lajas,4963,11326,5941,4875,116,394,2021-12-03
7,costa,el oro,715751,Machala,289141,452025,235410,202603,5506,8506,2021-12-03
7,costa,el oro,715751,Marcabeli,6259,12816,6552,5776,95,393,2021-12-03
7,costa,el oro,715751,Pasaje,87723,127554,65965,56809,1800,2980,2021-12-03
7,costa,el oro,715751,Pinas,30206,53704,26925,24691,344,1744,2021-12-03
7,costa,el oro,715751,Portovelo,14028,30951,15711,14327,272,641,2021-12-03
7,costa,el oro,715751,Santa Rosa,82171,128666,65571,58764,1410,2921,2021-12-03
7,costa,el oro,715751,Zaruma,25654,45709,23744,20597,234,1134,2021-12-03
1,costa,esmeraldas,591083,Atacames,55495,77200,41118,33131,2408,543,2021-12-03
1,costa,esmeraldas,591083,Eloy Alfaro,45629,62864,34077,26359,1628,800,2021-12-03
1,costa,esmeraldas,591083,Esmeraldas,218727,313960,166625,132700,9964,4671,2021-12-03
1,costa,esmeraldas,591083,Muisne,31106,39791,23154,14335,1950,352,2021-12-03
1,costa,esmeraldas,591083,Quininde,145879,186416,101390,79174,4499,1353,2021-12-03
1,costa,esmeraldas,591083,Rioverde,31475,41093,20517,17588,2644,344,2021-12-03
1,costa,esmeraldas,591083,San Lorenzo,62772,62984,34406,24156,3753,669,2021-12-03
5,insular,galapagos,33042,Isabela,3073,5638,2803,2666,0,169,2021-12-03
5,insular,galapagos,33042,San Cristobal,9667,18565,9071,8590,0,904,2021-12-03
5,insular,galapagos,33042,Santa Cruz,20302,35587,17725,16848,0,1014,2021-12-03
8,costa,guayas,4387434,Alfredo Baquerizo Moreno,32110,35143,19405,15061,490,187,2021-12-03
8,costa,guayas,4387434,Balao,26348,31507,17882,13152,374,99,2021-12-03
8,costa,guayas,4387434,Balzar,60260,76724,43503,31449,1202,570,2021-12-03
8,costa,guayas,4387434,Colimes,26169,24215,13953,9833,321,108,2021-12-03
8,costa,guayas,4387434,Coronel Marcelino Mariduena,13132,18805,10402,7917,237,249,2021-12-03
8,costa,guayas,4387434,Daule,173684,190437,101749,83027,2340,3321,2021-12-03
8,costa,guayas,4387434,Duran,315724,316763,164756,142741,5064,4202,2021-12-03
8,costa,guayas,4387434,Empalme,86073,106980,58234,43183,4463,1100,2021-12-03
8,costa,guayas,4387434,El Triunfo,59636,68597,38438,28271,1451,437,2021-12-03
8,costa,guayas,4387434,General Antonio Elizalde,13156,24985,13809,10660,390,126,2021-12-03
8,costa,guayas,4387434,Guayaquil,2723665,3872546,2051195,1706277,59156,55918,2021-12-03
8,costa,guayas,4387434,Isidro Ayora,14582,23571,12717,10316,267,271,2021-12-03
8,costa,guayas,4387434,Lomas De Sargentillo,24220,30829,17881,12218,419,311,2021-12-03
8,costa,guayas,4387434,Milagro,199835,256389,137536,111944,3415,3494,2021-12-03
8,costa,guayas,4387434,Naranjal,95052,119820,66723,50533,1412,1152,2021-12-03
8,costa,guayas,4387434,Naranjito,43862,55801,31675,22650,1102,374,2021-12-03
8,costa,guayas,4387434,Nobol,26444,38012,21053,16098,526,335,2021-12-03
8,costa,guayas,4387434,Palestina,18451,22569,13076,8795,182,516,2021-12-03
8,costa,guayas,4387434,Pedro Carbo,51802,59766,35046,22734,1376,610,2021-12-03
8,costa,guayas,4387434,Playas,59628,83925,47335,35157,542,891,2021-12-03
8,costa,guayas,4387434,Salitre,65765,74102,44081,28292,706,1023,2021-12-03
8,costa,guayas,4387434,Samborondon,102404,275046,140636,124374,1484,8552,2021-12-03
8,costa,guayas,4387434,San Jacinto De Yaguachi,78204,80240,44962,32213,1969,1096,2021-12-03
8,costa,guayas,4387434,Santa Lucia,45004,59436,32500,25722,664,550,2021-12-03
8,costa,guayas,4387434,Simon Bolivar,32224,39437,21726,16771,714,226,2021-12-03
1,sierra,imbabura,476257,Antonio Ante,54311,88256,44741,39808,1480,2227,2021-12-03
1,sierra,imbabura,476257,Cotacachi,44203,77364,39617,33991,2105,1651,2021-12-03
1,sierra,imbabura,476257,Ibarra,221149,335986,166607,153257,5555,10567,2021-12-03
1,sierra,imbabura,476257,Otavalo,125785,182999,97371,80482,2638,2508,2021-12-03
1,sierra,imbabura,476257,Pimampiro,13269,28817,14504,12772,661,880,2021-12-03
1,sierra,imbabura,476257,San Miguel De Urcuqui,17540,32157,15946,14384,667,1160,2021-12-03
7,sierra,loja,521154,Calvas,29565,47576,23826,21973,263,1514,2021-12-03
7,sierra,loja,521154,Catamayo,35961,55225,28992,24805,225,1203,2021-12-03
7,sierra,loja,521154,Celica,16160,23134,11526,10500,62,1046,2021-12-03
7,sierra,loja,521154,Chaguarpamba,6620,11643,5841,5581,21,200,2021-12-03
7,sierra,loja,521154,Espindola,14209,24899,12662,11426,227,584,2021-12-03
7,sierra,loja,521154,Gonzanama,10953,22265,10978,10160,160,967,2021-12-03
7,sierra,loja,521154,Loja,274112,433928,220117,195783,1227,16801,2021-12-03
7,sierra,loja,521154,Macara,20269,34106,16936,15549,577,1044,2021-12-03
7,sierra,loja,521154,Olmedo,4220,8456,4336,3784,21,315,2021-12-03
7,sierra,loja,521154,Paltas,23471,39439,19542,18138,210,1549,2021-12-03
7,sierra,loja,521154,Pindal,10540,20211,10494,9100,166,451,2021-12-03
7,sierra,loja,521154,Puyango,15925,32258,16131,14947,217,963,2021-12-03
7,sierra,loja,521154,Quilanga,4197,7069,3341,3275,37,416,2021-12-03
7,sierra,loja,521154,Saraguro,33506,42273,22925,18040,490,818,2021-12-03
7,sierra,loja,521154,Sozoranga,7121,8547,4290,3787,97,373,2021-12-03
7,sierra,loja,521154,Zapotillo,14325,25212,12776,11711,229,496,2021-12-03
5,costa,los rios,921763,Baba,43429,53545,29394,23036,607,508,2021-12-03
5,costa,los rios,921763,Babahoyo,175281,209877,116489,86963,4078,2347,2021-12-03
5,costa,los rios,921763,Buena Fe,83654,104156,58804,43440,1322,590,2021-12-03
5,costa,los rios,921763,Mocache,43316,46237,25725,18723,1525,264,2021-12-03
5,costa,los rios,921763,Montalvo,28720,36819,19929,15752,657,481,2021-12-03
5,costa,los rios,921763,Palenque,23638,22573,15642,6375,421,135,2021-12-03
5,costa,los rios,921763,Puebloviejo,44725,58470,32277,23452,2035,706,2021-12-03
5,costa,los rios,921763,Quevedo,213842,263396,142527,112036,5867,2966,2021-12-03
5,costa,los rios,921763,Quinsaloma,20428,27240,13814,11791,750,885,2021-12-03
5,costa,los rios,921763,Urdaneta,32618,44170,23354,18453,1676,687,2021-12-03
5,costa,los rios,921763,Valencia,54637,73231,40600,30863,1229,539,2021-12-03
5,costa,los rios,921763,Ventanas,75146,93759,53094,37439,1645,1581,2021-12-03
5,costa,los rios,921763,Vinces,82329,109667,57385,48224,3186,872,2021-12-03
4,costa,manabi,1562079,Veinticuatro De Mayo,28514,44118,24614,17631,942,931,2021-12-03
4,costa,manabi,1562079,Bolivar,45493,65956,34782,28478,1888,808,2021-12-03
4,costa,manabi,1562079,Chone,131002,173124,93094,71417,5227,3386,2021-12-03
4,costa,manabi,1562079,El Carmen,111344,174431,98138,71597,3265,1431,2021-12-03
4,costa,manabi,1562079,Flavio Alfaro,23822,39599,21309,16643,1228,419,2021-12-03
4,costa,manabi,1562079,Jama,26116,29068,14758,12670,1244,396,2021-12-03
4,costa,manabi,1562079,Jaramijo,28439,81800,42993,37519,530,758,2021-12-03
4,costa,manabi,1562079,Jipijapa,74645,113541,60598,49098,1908,1937,2021-12-03
4,costa,manabi,1562079,Junin,18820,33636,17658,14701,921,356,2021-12-03
4,costa,manabi,1562079,Manta,264281,474871,245991,219370,3983,5527,2021-12-03
4,costa,manabi,1562079,Montecristi,107785,89276,54662,33446,632,536,2021-12-03
4,costa,manabi,1562079,Olmedo,10194,18008,9230,7856,582,340,2021-12-03
4,costa,manabi,1562079,Pajan,37093,57126,32173,23043,1358,552,2021-12-03
4,costa,manabi,1562079,Pedernales,63441,80038,45663,31744,2271,360,2021-12-03
4,costa,manabi,1562079,Pichincha,29599,45365,25149,18440,1502,274,2021-12-03
4,costa,manabi,1562079,Portoviejo,321800,492607,250171,225093,10045,7298,2021-12-03
4,costa,manabi,1562079,Puerto Lopez,24688,33502,18642,13816,798,246,2021-12-03
4,costa,manabi,1562079,Rocafuerte,37312,55467,29975,23401,1043,1048,2021-12-03
4,costa,manabi,1562079,San Vicente,24799,31614,16225,13278,1572,539,2021-12-03
4,costa,manabi,1562079,Santa Ana,48152,68484,37098,28444,2233,709,2021-12-03
4,costa,manabi,1562079,Sucre,62443,97280,52523,41371,2013,1373,2021-12-03
4,costa,manabi,1562079,Tosagua,42297,59116,31189,24885,2379,663,2021-12-03
6,amazonia,morona santiago,196535,Gualaquiza,19555,30675,15610,13446,1035,584,2021-12-03
6,amazonia,morona santiago,196535,Huamboya,12382,11015,6180,4249,457,129,2021-12-03
6,amazonia,morona santiago,196535,Limon Indanza,10349,10546,5339,4616,415,176,2021-12-03
6,amazonia,morona santiago,196535,Logrono,7643,5527,2872,2093,480,82,2021-12-03
6,amazonia,morona santiago,196535,Morona,58281,71715,36769,29762,2608,2576,2021-12-03
6,amazonia,morona santiago,196535,Pablo Sexto,2897,3003,1414,1333,168,88,2021-12-03
6,amazonia,morona santiago,196535,Palora,7719,14392,7472,6060,591,269,2021-12-03
6,amazonia,morona santiago,196535,San Juan Bosco,4985,3972,1846,1901,128,97,2021-12-03
6,amazonia,morona santiago,196535,Santiago,11087,13855,7293,5762,510,290,2021-12-03
6,amazonia,morona santiago,196535,Sucua,23823,26924,14362,10829,1033,700,2021-12-03
6,amazonia,morona santiago,196535,Taisha,26773,5598,2471,1508,1485,134,2021-12-03
6,amazonia,morona santiago,196535,Tiwintza,11041,4628,2158,1943,480,47,2021-12-03
2,amazonia,napo,133705,Archidona,33068,46243,25998,19185,750,310,2021-12-03
2,amazonia,napo,133705,Carlos Julio Arosemena Tola,4466,5822,3175,2408,145,94,2021-12-03
2,amazonia,napo,133705,El Chaco,10142,16489,8441,7537,151,360,2021-12-03
2,amazonia,napo,133705,Quijos,6847,13090,6681,5854,105,450,2021-12-03
2,amazonia,napo,133705,Tena,79182,115006,62176,48923,2139,1768,2021-12-03
2,amazonia,orellana,161338,Aguarico,3629,11544,6227,4913,94,310,2021-12-03
2,amazonia,orellana,161338,La Joya De Los Sachas,39352,67000,37339,28390,805,466,2021-12-03
